rating,film,rating_date
3,Sponge Bob Squarepants (1999),"January 15, 2011, 11:25 AM"
1,Santos (2008),"January 14, 2011, 7:13 PM"
1,Delfy and His Friends (1992),"January 14, 2011, 7:06 PM"
1,Sailor Moon (1992),"January 14, 2011, 7:06 PM"
3,Spider-Man (Spiderman) (1994),"January 14, 2011, 7:05 PM"
7,Three Ages (1923),"January 14, 2011, 6:51 PM"
3,First Blood (1982),"January 14, 2011, 6:38 PM"
8,The Sopranos (1999),"January 14, 2011, 0:39 PM"
8,Rear Window (1954),"January 14, 2011, 0:39 PM"
7,Scarface (1932),"January 11, 2011, 0:46 PM"
7,Witness for the Prosecution (1957),"January 6, 2011, 3:08 PM"
8,Skeleton of Mrs. Morales (1960),"January 2, 2011, 4:34 PM"
8,Kind Hearts and Coronets (1949),"December 31, 2010, 11:55 AM"
1,The Mentalist (2008),"December 29, 2010, 5:48 PM"
3,Any Given Sunday (1999),"December 29, 2010, 4:08 PM"
5,Kárate a muerte en Torremolinos (2003),"December 26, 2010, 0:17 PM"
3,Copying Beethoven (2006),"December 21, 2010, 0:36 PM"
3,The Reader (2008),"December 11, 2010, 7:54 PM"
3,Harry Potter and the Order of the Phoenix (2007),"December 11, 2010, 7:51 PM"
1,Scary Movie (2000),"December 11, 2010, 7:49 PM"
3,Love Actually (2003),"December 11, 2010, 7:44 PM"
3,Seven Pounds (2008),"December 11, 2010, 7:44 PM"
5,The Big Bang Theory (2007),"November 23, 2010, 4:08 PM"
7,The Deer Hunter (1978),"November 18, 2010, 9:34 AM"
3,Jumanji (1995),"October 31, 2010, 11:11 AM"
8,Some Like It Hot (1959),"October 31, 2010, 7:17 AM"
7,The Incredible Shrinking Man (1957),"October 23, 2010, 7:14 AM"
7,The Getaway (1972),"October 23, 2010, 7:01 AM"
7,Rope (1948),"October 16, 2010, 2:45 PM"
7,The Maltese Falcon (1941),"October 16, 2010, 2:45 PM"
7,The Killing (1956),"October 16, 2010, 2:40 PM"
7,Miller's Crossing (1990),"October 16, 2010, 2:34 PM"
8,Sunset Boulevard (1950),"October 16, 2010, 2:18 PM"
3,Men in Black 2 (2002),"October 10, 2010, 11:52 AM"
5,Wild at Heart (1990),"October 10, 2010, 11:45 AM"
5,The Ladykillers (2004),"October 10, 2010, 11:34 AM"
3,"Me, Myself & Irene (2000)","October 10, 2010, 8:42 AM"
1,I Know What You Did Last Summer (1997),"October 10, 2010, 8:38 AM"
1,Ghost Rider (2007),"September 25, 2010, 9:08 PM"
1,Saint Ange (Sanatorium) (2004),"September 25, 2010, 9:00 PM"
1,Pay It Forward (2000),"September 25, 2010, 8:59 PM"
5,Michael Clayton (2007),"September 25, 2010, 8:59 PM"
1,I Still Know What You Did Last Summer (1998),"September 25, 2010, 8:51 PM"
1,Teletubbies (1997),"September 25, 2010, 8:48 PM"
1,Meet the Spartans (2008),"September 25, 2010, 8:11 PM"
1,Pan's Labyrinth (2006),"September 18, 2010, 9:01 PM"
1,Dancer in the Dark (2000),"September 18, 2010, 9:00 PM"
1,Family Guy (1999),"September 18, 2010, 8:57 PM"
7,Battling Butler (1926),"September 18, 2010, 8:14 PM"
9,A Man Escaped (1956),"September 18, 2010, 8:10 PM"
8,North by Northwest (1959),"September 11, 2010, 7:18 PM"
8,Bicycle Thieves (1948),"August 29, 2010, 4:05 PM"
1,Muriel's Wedding (1994),"August 29, 2010, 3:23 PM"
8,The Great Dictator (1940),"August 29, 2010, 10:16 AM"
1,Pacific Blue (1996),"August 29, 2010, 10:12 AM"
1,A Nightmare on Elm Street (2010),"August 24, 2010, 7:59 PM"
5,Romper Stomper (1992),"August 24, 2010, 7:57 PM"
